"month_start","station_id","avg_pressure","avg_flow","avg_temperature","avg_vibration","obs_count","prev_avg_pressure","prev_avg_flow","prev_avg_vibration","prev_avg_temperature","rolling_avg_pressure_3","rolling_avg_flow_3","rolling_avg_vibration_3","rolling_avg_temperature_3","baseline_avg_pressure_3_prev","baseline_avg_flow_3_prev","baseline_avg_vibration_3_prev","baseline_avg_temperature_3_prev","pressure_abs_change","pressure_pct_change","flow_abs_change","flow_pct_change","temperature_abs_change","temperature_pct_change","vibration_abs_change","vibration_pct_change","pressure_vs_rolling_diff","flow_vs_rolling_diff","pressure_vs_rolling_pct","flow_vs_rolling_pct","pressure_vs_baseline_diff","flow_vs_baseline_diff","pressure_vs_baseline_pct","flow_vs_baseline_pct","is_large_pressure_shift_prev","is_large_flow_shift_prev","is_large_pressure_shift_rolling","is_large_flow_shift_rolling","is_pressure_anomaly_3_prev","is_flow_anomaly_3_prev","signal_count","monitoring_status","event_count","critical_event_count","has_events","has_critical_events","has_events_next_month","has_critical_events_next_month"
2024-01-01,101,62.3422580645161290,1151.5725806451612903,-0.39032258064516129032,0.78103225806451612903,31,,,,,62.3422580645161290,1151.5725806451612903,0.78103225806451612903,-0.39032258064516129032,,,,,,,,,,,,,0.0000000000000000,0.0000000000000000,0.00000000000000000000,0.00000000000000000000,,,,,0,0,0,0,0,0,0,stable,0,0,0,0,0,0
2024-02-01,101,62.9200000000000000,1148.8731034482758621,4.5017241379310345,0.75393103448275862069,29,62.3422580645161290,1151.5725806451612903,0.78103225806451612903,-0.39032258064516129032,62.6311290322580645,1150.2228420467185762,0.76748164627363737486,2.05570077864293660484,62.3422580645161290,1151.5725806451612903,0.78103225806451612903,-0.39032258064516129032,0.5777419354838710,0.00926726033705714087,-2.6994771968854282,-0.00234416591907134771,4.89204671857619579032,-12.53334283271587351247,-0.02710122358175750834,-0.03469923719785572272,0.2888709677419355,-1.3497385984427141,0.00461225866762122334,-0.00117345835007151753,0.5777419354838710,-2.6994771968854282,0.00926726033705714087,-0.00234416591907134771,0,0,0,0,0,0,0,stable,0,0,0,0,1,0
2024-03-01,101,62.5058064516129032,1097.8232258064516129,11.6993548387096774,0.82274193548387096774,31,62.9200000000000000,1148.8731034482758621,0.75393103448275862069,4.5017241379310345,62.5893548387096774,1132.7563032999629218,0.78590174267704857249,5.27025213199851686989,62.6311290322580645,1150.2228420467185762,0.76748164627363737486,2.05570077864293660484,-0.4141935483870968,-0.00658285995529397330,-51.0498776418242492,-0.04443473999748188710,7.1976307007786429,1.5988608986792849,0.06881090100111234705,0.09126948998500997368,-0.0835483870967742,-34.9330774935113089,-0.00133486576610471749,-0.03083900516972956610,-0.1253225806451613,-52.3996162402669633,-0.00200096314055929124,-0.04555605603087010267,0,0,0,0,0,0,0,stable,1,0,1,0,1,0
2024-04-01,101,62.4430000000000000,1091.9883333333333333,18.6876666666666667,0.82743333333333333333,30,62.5058064516129032,1097.8232258064516129,0.82274193548387096774,11.6993548387096774,62.6229354838709677,1112.8948875293536028,0.80136876776665430725,11.6295818811024595,62.5893548387096774,1132.7563032999629218,0.78590174267704857249,5.27025213199851686989,-0.0628064516129032,-0.00100480987572767392,-5.8348924731182796,-0.00531496541151424190,6.9883118279569893,0.59732454689165840040,0.00469139784946236559,0.00570214990524733712,-0.1799354838709677,-20.9065541960202695,-0.00287331602200780746,-0.01878574017213179115,-0.1463548387096774,-40.7679699666295885,-0.00233833435552783860,-0.03599006233544118646,0,0,0,0,0,0,0,stable,2,0,1,0,1,0
2024-05-01,101,62.3229032258064516,1064.5316129032258065,24.6261290322580645,0.70741935483870967742,31,62.4430000000000000,1091.9883333333333333,0.82743333333333333333,18.6876666666666667,62.4239032258064516,1084.7810573476702509,0.78586487455197132616,18.3377168458781362,62.6229354838709677,1112.8948875293536028,0.80136876776665430725,11.6295818811024595,-0.1200967741935484,-0.00192330243892107042,-27.4567204301075268,-0.02514378550757489180,5.9384623655913978,0.31777441622414414798,-0.12001397849462365591,-0.14504368347253392730,-0.1010000000000000,-20.2494444444444444,-0.00161796995671116472,-0.01866684922942430792,-0.3000322580645161,-48.3632746261277963,-0.00479109220521595927,-0.04345718105821756816,0,0,0,0,0,0,0,stable,1,0,1,0,1,0
2024-06-01,101,62.5603333333333333,1036.7490000000000000,27.6843333333333333,0.79420000000000000000,30,62.3229032258064516,1064.5316129032258065,0.70741935483870967742,24.6261290322580645,62.4420788530465950,1064.4229820788530466,0.77635089605734767025,23.6660430107526882,62.4239032258064516,1084.7810573476702509,0.78586487455197132616,18.3377168458781362,0.2374301075268817,0.00380967662348193472,-27.7826129032258065,-0.02609843856816628126,3.0582043010752688,0.12418534383009566663,0.08678064516129032258,0.12267213862289101687,0.1182544802867383,-27.6739820788530466,0.00189382676648294481,-0.02599904600406583725,0.1364301075268817,-48.0320573476702509,0.00218554272444919140,-0.04427811217971523679,0,0,0,0,0,0,0,stable,1,0,1,0,0,0
2024-07-01,101,61.5677419354838710,1048.3251612903225806,26.6241935483870968,0.74822580645161290323,31,62.5603333333333333,1036.7490000000000000,0.79420000000000000000,27.6843333333333333,62.1503261648745520,1049.8685913978494624,0.74994838709677419355,26.3115519713261649,62.4420788530465950,1064.4229820788530466,0.77635089605734767025,23.6660430107526882,-0.9925913978494623,-0.01586614624574883393,11.5761612903225806,0.01116582826732659554,-1.0601397849462365,-0.03829385277881243909,-0.04597419354838709677,-0.05788742577233328730,-0.5825842293906810,-1.5434301075268818,-0.00937379198695082059,-0.00147011742247844461,-0.8743369175627240,-16.0978207885304660,-0.01400236721170702116,-0.01512351861953496461,0,0,0,0,0,0,0,stable,0,0,0,0,0,0
2024-08-01,101,61.9374193548387097,1061.4396774193548387,20.3574193548387097,0.77900000000000000000,31,61.5677419354838710,1048.3251612903225806,0.74822580645161290323,26.6241935483870968,62.0218315412186380,1048.8379462365591398,0.77380860215053763441,24.8886487455197133,62.1503261648745520,1049.8685913978494624,0.74994838709677419355,26.3115519713261649,0.3696774193548387,0.00600440113171958488,13.1145161290322581,0.01250996981975550559,-6.2667741935483871,-0.23537893015084509591,0.03077419354838709677,0.04112955378314291873,-0.0844121863799283,12.6017311827956989,-0.00136100763686460015,0.01201494590085459554,-0.2129068100358423,11.5710860215053763,-0.00342567486244618720,0.01102146127269035888,0,0,0,0,0,0,0,stable,0,0,0,0,1,0
2024-09-01,101,61.5920000000000000,1069.0053333333333333,13.5126666666666667,0.76970000000000000000,30,61.9374193548387097,1061.4396774193548387,0.77900000000000000000,20.3574193548387097,61.6990537634408602,1059.5900573476702509,0.76564193548387096774,20.1647598566308244,62.0218315412186380,1048.8379462365591398,0.77380860215053763441,24.8886487455197133,-0.3454193548387097,-0.00557690905492536728,7.5656559139784946,0.00712773045414378866,-6.8447526881720430,-0.33622889860767784237,-0.00930000000000000000,-0.01193838254172015404,-0.1070537634408602,9.4152759856630824,-0.00173509570910621982,0.00888577230446186011,-0.4298315412186380,20.1673870967741935,-0.00693032647597611466,0.01922831565080079558,0,0,0,0,0,0,0,stable,1,0,1,0,0,0
2024-10-01,101,61.3661290322580645,1114.7248387096774194,5.5716129032258065,0.76712903225806451613,31,61.5920000000000000,1069.0053333333333333,0.76970000000000000000,13.5126666666666667,61.6318494623655914,1081.7232831541218638,0.77194301075268817204,13.1472329749103943,61.6990537634408602,1059.5900573476702509,0.76564193548387096774,20.1647598566308244,-0.2258709677419355,-0.00366721275071333128,45.7195053763440861,0.04276826686522058459,-7.9410537634408602,-0.58767480611580691058,-0.00257096774193548387,-0.00334022052999283340,-0.2657204301075269,33.0015555555555556,-0.00431141418642295366,0.03050831582299736550,-0.3329247311827957,55.1347813620071685,-0.00539594549471140878,0.05203406825090325563,0,0,0,0,0,0,0,stable,0,0,0,0,1,0
