"month_start","station_id","mode","avg_pressure","avg_flow","avg_temperature","avg_vibration","obs_count","prev_avg_pressure","prev_avg_flow","prev_avg_vibration","prev_avg_temperature","rolling_avg_pressure_3","rolling_avg_flow_3","rolling_avg_vibration_3","rolling_avg_temperature_3","baseline_avg_pressure_3_prev","baseline_avg_flow_3_prev","baseline_avg_vibration_3_prev","baseline_avg_temperature_3_prev","pressure_abs_change","pressure_pct_change","flow_abs_change","flow_pct_change","temperature_abs_change","temperature_pct_change","vibration_abs_change","vibration_pct_change","pressure_vs_rolling_diff","flow_vs_rolling_diff","pressure_vs_rolling_pct","flow_vs_rolling_pct","pressure_vs_baseline_diff","flow_vs_baseline_diff","pressure_vs_baseline_pct","flow_vs_baseline_pct","is_large_pressure_shift_prev","is_large_flow_shift_prev","is_large_pressure_shift_rolling","is_large_flow_shift_rolling","is_pressure_anomaly_3_prev","is_flow_anomaly_3_prev","signal_count","monitoring_status","event_count","critical_event_count","avg_event_duration","has_events","has_critical_events","problematic_with_events","anomaly_or_critical_with_events"
2024-01-01,101,normal,61.3206250000000000,1126.4056250000000000,-0.06875000000000000000,0.62425000000000000000,16,,,,,61.3206250000000000,1126.4056250000000000,0.62425000000000000000,-0.06875000000000000000,,,,,,,,,,,,,0.0000000000000000,0.0000000000000000,0.00000000000000000000,0.00000000000000000000,,,,,0,0,0,0,0,0,0,stable,0,0,,0,0,0,0
2024-02-01,101,normal,62.0125000000000000,1106.1293750000000000,4.5700000000000000,0.66368750000000000000,16,61.3206250000000000,1126.4056250000000000,0.62425000000000000000,-0.06875000000000000000,61.6665625000000000,1116.2675000000000000,0.64396875000000000000,2.25062500000000000000,61.3206250000000000,1126.4056250000000000,0.62425000000000000000,-0.06875000000000000000,0.6918750000000000,0.01128290848307563728,-20.2762500000000000,-0.01800084228095007959,4.63875000000000000000,-67.47272727272727272727,0.03943750000000000000,0.06317581097316780136,0.3459375000000000,-10.1381250000000000,0.00560980677332225223,-0.00908216444535024087,0.6918750000000000,-20.2762500000000000,0.01128290848307563728,-0.01800084228095007959,0,0,0,0,0,0,0,stable,0,0,,0,0,0,0
2024-03-01,101,normal,62.2606666666666667,1098.5193333333333333,12.5440000000000000,0.64373333333333333333,15,62.0125000000000000,1106.1293750000000000,0.66368750000000000000,4.5700000000000000,61.8645972222222222,1110.3514444444444444,0.64389027777777777778,5.68175000000000000000,61.6665625000000000,1116.2675000000000000,0.64396875000000000000,2.25062500000000000000,0.2481666666666667,0.00400188134112746140,-7.6100416666666667,-0.00687988388941091696,7.9740000000000000,1.7448577680525164,-0.01995416666666666667,-0.03006560567536177293,0.3960694444444445,-11.8321111111111111,0.00640219870860443294,-0.01065618563411804650,0.5941041666666667,-17.7481666666666667,0.00963413789550320240,-0.01589956409791261208,0,0,0,0,0,0,0,stable,1,0,8.1000000000000000,1,0,0,0
2024-04-01,101,normal,61.5358333333333333,1087.3733333333333333,18.7316666666666667,0.65800000000000000000,12,62.2606666666666667,1098.5193333333333333,0.64373333333333333333,12.5440000000000000,61.9363333333333333,1097.3406805555555555,0.65514027777777777778,11.9485555555555556,61.8645972222222222,1110.3514444444444444,0.64389027777777777778,5.68175000000000000000,-0.7248333333333334,-0.01164191410307203156,-11.1460000000000000,-0.01014638492176438709,6.1876666666666667,0.49327699829931973055,0.01426666666666666667,0.02216238608119304060,-0.4005000000000000,-9.9673472222222222,-0.00646631756265842882,-0.00908318391802991293,-0.3287638888888889,-22.9781111111111111,-0.00531424924190397012,-0.02069444879464089597,0,0,0,0,0,0,0,stable,2,0,5.3000000000000000,1,0,0,0
2024-05-01,101,normal,61.9486956521739130,1061.4839130434782609,24.6856521739130435,0.63043478260869565217,23,61.5358333333333333,1087.3733333333333333,0.65800000000000000000,18.7316666666666667,61.9150652173913043,1082.4588599033816425,0.64405603864734299517,18.6537729468599034,61.9363333333333333,1097.3406805555555555,0.65514027777777777778,11.9485555555555556,0.4128623188405797,0.00670929922414711808,-25.8894202898550724,-0.02380913665639682697,5.9539855072463768,0.31785668692479989978,-0.02756521739130434783,-0.04189242764635919123,0.0336304347826087,-20.9749468599033816,0.00054317046529028378,-0.01937713075005508121,0.0123623188405797,-35.8567675120772946,0.00019959720208245618,-0.03267605780724717975,0,0,0,0,0,0,0,stable,1,0,4.3000000000000000,1,0,0,0
2024-06-01,101,normal,61.6923529411764706,1029.3494117647058824,27.1017647058823529,0.62111764705882352941,17,61.9486956521739130,1061.4839130434782609,0.63043478260869565217,24.6856521739130435,61.7256273088945723,1059.4022193805058255,0.63651747655583972719,23.5063611821540210,61.9150652173913043,1082.4588599033816425,0.64405603864734299517,18.6537729468599034,-0.2563427109974424,-0.00413798399302450499,-32.1345012787723785,-0.03027318726539773096,2.4161125319693094,0.09787517522111791069,-0.00931713554987212276,-0.01477890466531440162,-0.0332743677181017,-30.0528076157999431,-0.00053906892758798925,-0.02836770309332896236,-0.2227122762148337,-53.1094481386757601,-0.00359706115842507608,-0.04906371050759029791,0,0,0,0,0,0,0,stable,1,0,2.4000000000000000,1,0,0,0
2024-07-01,101,normal,61.7175000000000000,1050.2656250000000000,26.4312500000000000,0.64431250000000000000,16,61.6923529411764706,1029.3494117647058824,0.62111764705882352941,27.1017647058823529,61.7861828644501279,1047.0329832693947144,0.63195497655583972719,26.0728889599317988,61.7256273088945723,1059.4022193805058255,0.63651747655583972719,23.5063611821540210,0.0251470588235294,0.00040762035527331998,20.9162132352941176,0.02031983794446977927,-0.6705147058823529,-0.02474062900180148746,0.02319485294117647059,0.03734373520219717777,-0.0686828644501279,3.2326417306052856,-0.00111162174560626419,0.00308743065620650854,-0.0081273088945723,-9.1365943805058255,-0.00013166830778244949,-0.00862429227857246167,0,0,0,0,0,0,0,stable,0,0,,0,0,0,0
2024-08-01,101,normal,60.9525000000000000,1029.0800000000000000,20.3495000000000000,0.64100000000000000000,20,61.7175000000000000,1050.2656250000000000,0.64431250000000000000,26.4312500000000000,61.4541176470588235,1036.2316789215686275,0.63547671568627450980,24.6275049019607843,61.7861828644501279,1047.0329832693947144,0.63195497655583972719,26.0728889599317988,-0.7650000000000000,-0.01239518775063798760,-21.1856250000000000,-0.02017168275882589226,-6.0817500000000000,-0.23009694963348309293,-0.00331250000000000000,-0.00514113881074789019,-0.5016176470588235,-7.1516789215686275,-0.00816247415575465149,-0.00690162158428851812,-0.8336828644501279,-17.9529832693947144,-0.01349303073599977022,-0.01714653077435625506,0,0,0,0,0,0,0,stable,0,0,,0,0,0,0
2024-09-01,101,normal,61.0220000000000000,1050.1233333333333333,12.7666666666666667,0.66306666666666666667,15,60.9525000000000000,1029.0800000000000000,0.64100000000000000000,20.3495000000000000,61.2306666666666667,1043.1563194444444444,0.64945972222222222222,19.8491388888888889,61.4541176470588235,1036.2316789215686275,0.63547671568627450980,24.6275049019607843,0.0695000000000000,0.00114023214798408597,21.0433333333333333,0.02044868555732628493,-7.5828333333333333,-0.37262995814802984349,0.02206666666666666667,0.03442537701508060323,-0.2086666666666667,6.9670138888888889,-0.00340787840515645809,0.00667878222949300971,-0.4321176470588235,13.8916544117647058,-0.00703154912321004624,0.01340593488342499484,0,0,0,0,0,0,0,stable,1,0,5.8000000000000000,1,0,0,0
2024-10-01,101,normal,60.1584210526315789,1083.0668421052631579,5.7394736842105263,0.64794736842105263158,19,61.0220000000000000,1050.1233333333333333,0.66306666666666666667,12.7666666666666667,60.7109736842105263,1054.0900584795321637,0.65067134502923976608,12.9518801169590643,61.2306666666666667,1043.1563194444444444,0.64945972222222222222,19.8491388888888889,-0.8635789473684211,-0.01415192795005770214,32.9435087719298246,0.03137108540133047033,-7.0271929824561404,-0.55043287068847052598,-0.01511929824561403509,-0.02280207859282229302,-0.5525526315789474,28.9767836257309942,-0.00910136336229858783,0.02748985572212723043,-1.0722456140350878,39.9105226608187135,-0.01751157830556182849,0.03825938827852179356,0,0,0,0,0,0,0,stable,0,0,,0,0,0,0
2024-11-01,101,normal,60.3680000000000000,1078.9713333333333333,0.90000000000000000000,0.64286666666666666667,15,60.1584210526315789,1083.0668421052631579,0.64794736842105263158,5.7394736842105263,60.5161403508771930,1070.7205029239766082,0.65129356725146198831,6.46871345029239766667,60.7109736842105263,1054.0900584795321637,0.65067134502923976608,12.9518801169590643,0.2095789473684211,0.00348378404388413129,-4.0955087719298246,-0.00378139982936693257,-4.83947368421052630000,-0.84319119669876203533,-0.00508070175438596491,-0.00784122600384480004,-0.1481403508771930,8.2508304093567251,-0.00244794777092960585,0.00770586757872381126,-0.3429736842105263,24.8812748538011696,-0.00564928650287362399,0.02360450575702332436,0,0,0,0,0,0,0,stable,1,0,2.4000000000000000,1,0,0,0
2024-12-01,101,normal,60.6150000000000000,1110.4875000000000000,-1.7768750000000000,0.63300000000000000000,16,60.3680000000000000,1078.9713333333333333,0.64286666666666666667,0.90000000000000000000,60.3804736842105263,1090.8418918128654971,0.64127134502923976608,1.62086622807017543333,60.5161403508771930,1070.7205029239766082,0.65129356725146198831,6.46871345029239766667,0.2470000000000000,0.00409157169361250994,31.5161666666666667,0.02920945690864817542,-2.67687500000000000000,-2.97430555555555555556,-0.00986666666666666667,-0.01534792077154412528,0.2345263157894737,19.6456081871345029,0.00388414170143885859,0.01800958354696623382,0.0988596491228070,39.7669970760233918,0.00163360796887592668,0.03714040869435646890,0,0,0,0,0,0,0,stable,1,0,3.7000000000000000,1,0,0,0
2025-01-01,101,normal,61.2394117647058824,1110.6070588235294118,-1.3117647058823529,0.65300000000000000000,17,60.6150000000000000,1110.4875000000000000,0.63300000000000000000,-1.7768750000000000,60.7408039215686275,1100.0219640522875817,0.64295555555555555556,-0.72954656862745096667,60.3804736842105263,1090.8418918128654971,0.64127134502923976608,1.62086622807017543333,0.6244117647058824,0.01030127467963181391,0.1195588235294118,0.00010766336724133482,0.4651102941176471,-0.26175746415344191347,0.02000000000000000000,0.03159557661927330174,0.4986078431372549,10.5850947712418301,0.00820877912286246183,0.00962262129044060297,0.8589380804953561,19.7651670106639147,0.01422542799163180664,0.01811918588661484917,0,0,0,0,0,0,0,stable,0,0,,0,0,0,0
